id,source,canonical,project,component,context,note,scope,review_id,publication_status,reference,evidence_sha256,source_evidence
01e504aa85335c1834d2477c,Warning,Varning,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,b5d24e2f630746364b8badd2,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
13f135aed328281b166a1e43,unlocked,upplåst,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,15363b9324b791aed1b403e7,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
157efb46a2dd28e11e84a0c8,About TBlock GUI,Om TBlock GUI,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,ece825876263cb4ada6e5f22,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
15f9f5d6c8f676780c99ab69,No update available,Ingen uppdatering tillgänglig,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,102e53e5a8472721305b2d65,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
1d6da19aa5b06cc6d01cbfd7,Source already exists.,Källan existerar redan.,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,a43468df98dacd86575c16b9,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
1da2c8d9a71f0c93bab037b4,This operation requires admin privileges.,Denna funktion kräver administratörsprivilegier.,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,db764746a697dfd77ba7d872,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
1e36ad846f6bd892418f7d13,Allow,Tillåt,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,b852ab58cab0d3ad056cbfbf,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
1ffafac8dcbb7a0d720fdf3e,Authentication is required to use TBlock,Autentisering krävs för att använda TBlock,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,f0eceb66dcf4800ed4b51496,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
2150917edc2ee757795c733d,New,Ny,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,8dc2addaeae4f4e28a3c9ae0,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
237aa36d3cb18118e7a75a48,Disable,Slå av,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,fd70f69a0002fa4fc0c5a248,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
24dea0d8b84adea8b1fb3178,Light,Lätt,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,bba7bba5398ca0b0f4c9b679,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
271a151bf04027c9af098e38,Failed to create database,Kunde inte skapa databasen,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,e7654a5919e0bf9bd750c1af,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
276eec7b32f16ad36ec7589f,IP address:,IP-adress:,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,d3606489a9b914404a9f2b15,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
292901b69a92cbf17178a41f,Sync index,Synkronisera index,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,79a1804e3c03e10c5a589e57,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
2a24a4b1f0e6b979cb07ebdb,Aggressive,Aggressiv,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,c1d76bac5227886c0caf737a,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
2bbdd7001e310e28613a2b44,Operation finished successfully.,Åtgärden slutfördes.,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,86a44c89534e8f85c5ca966c,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
2d69eaf53a46676225c8c59e,TBlock format v1 (legacy),TBlock format v1 (arv),Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,536324fd8e7cc5b9719dcc4d,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
2f81fd6fa2e2a5be348aabe6,Failed to disable protection.,Kunde inte inaktivera skyddet.,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,272dbc0eb98c46a3a962daea,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
3163516b27a7b9ac67336812,Next,Nästa,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,2de9b4d2cb01cd926bb88af3,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
31a4aa38be5fa29fe2fb6922,Restart wizard,Starta om guiden,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,01c47d1303d31c0bbd52b45a,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
3314cc227c030fa0baa3dbb6,Let's get started,Kom i gång,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,6f6fb6ad5a38d367dba730e4,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
33c4d2e1b96eb57dbfb0311b,Failed to extract icon pack.,Kunde inte packa upp ikonpaketet.,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,6bd7480a7dc6d5c6b0cd9ed1,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
353534e241b24fcf057c9d30,Security settings,Säkerhetsinställningar,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,ff1d0d3362dd42850d5407f9,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
359899f5e067e4db1a1acf49,Failed to download icon pack.,Kunde inte hämta ikonpaketet.,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,9fc17d1f213c6f4d4b6c227c,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
359e06c8bf245d0372e958c0,Storage used,Använt lagringsutrymme,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,984e579f65d7c38be3baf410,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
37e62a98815c693a52dcfdca,Show more,Visa mer,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,a9533c07de144775ffdb6f72,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
396f4d31a96802faffb64aa2,Refresh,Uppdatera,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,87844ddd606ec79c251ef05c,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
3a338d76bcb65364f0d82489,Select,Välj,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,c5ffe03f6a5450fa2aade18f,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
3b1228399a8adae5e7aa6761,Operation is running,Åtgärden körs,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,8859d3f6666a3f4f07e79ffe,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
3c02d914cc735af828dd1300,Add rule,Lägg till regel,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,28ce52ad38c59690465d0b86,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
3cb49d43c6558431cd0bf8eb,Enable,Slå på,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,5a3745e7d5ee99c2744909c7,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
425701d68622faa1d843a70f,Go back,Gå tillbaka,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,944b153f8b7a5644ce8fe89e,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
4358dd7bf8bd09b703c3bc6f,Nothing to do.,Inget att göra.,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,ac027cc5c230603f2014bbb0,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
4484a1a8c21cbac4ef47351a,Failed to delete rules,Kunde inte ta bort regler,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,e3b8e5994480a1d13d81658b,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
46813a7caedbb66e04085e18,Repair,Reparera,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,79087978830956522eb64e44,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
48d34de24fa0e8287b92bc36,Block pornographic websites,Blockera pornografiska webbplatser,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,e77580687548b20027ff38b7,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
49fde07f8f43932cc95688f1,Please provide a valid URL/local file.,Ange en giltig URL eller lokal fil.,Codeberg:tblock,tblock-gui,,"Granskad filleverans. Endast färdiga, aktiva översättningar tas med; detta är inte ett påstående om separat registrerat radbeslut för varje oförändrad post.",project-context,31ea762c95cee0a81aa1df6b,reviewed-file-delivery,https://github.com/yeager/translations/blob/67e6d27877c9cfd6b6dbc74bd852b10bdbe09c3c/Codeberg Weblate/verified-components/translations/tblock/tblock-gui/tblock-gui_sv.po,a3fce6768501a66f6d7b3cdf391bdb1d579bf0aba365287337b9e3f3d46a0e84,{}
